Unnamed: 0,id,code,description,hasChildren,section,index,crawled,country,parent_id,error_message,selectable,intervalMin,intervalMax,tariff_crawled,tariff_crawled_error_message
4249,71484,847420,Crushing or grinding machines,FALSE,,,,AT,7784,,TRUE,,,,
4250,53384,,Mixing or kneading machines,TRUE,,,Done,AT,7784,,,8474310000,8474390000,,
4251,71684,847480,Other machinery,TRUE,,,Done,AT,7784,,,,,,
4252,71784,847490,Parts,TRUE,,,Done,AT,7784,,,,,,
4253,53884,847510,"Machines for assembling electric or electronic lamps, tubes or valves or flashbulbs, in glass envelopes",FALSE,,,,AT,7884,,TRUE,,,,
4254,54084,,Machines for manufacturing or hot working glass or glassware,TRUE,,,Done,AT,7884,,,8475210000,8475290000,,
4255,71884,847590,Parts,TRUE,,,Done,AT,7884,,,,,,
4256,54484,,Automatic beverage-vending machines,TRUE,,,Done,AT,7984,,,8476210000,8476290000,,
4257,54584,,Other machines,TRUE,,,Done,AT,7984,,,8476810000,8476890000,,
4258,71984,847690,Parts,TRUE,,,Done,AT,7984,,,,,,
4259,72084,847710,Injection-moulding machines,FALSE,,,,AT,8084,,TRUE,,,,
4260,55184,847720,Extruders,FALSE,,,,AT,8084,,TRUE,,,,
4261,55284,847730,Blow-moulding machines,FALSE,,,,AT,8084,,TRUE,,,,
4262,55384,847740,Vacuum-moulding machines and other thermoforming machines,FALSE,,,,AT,8084,,TRUE,,,,
4263,55484,,Other machinery for moulding or otherwise forming,TRUE,,,Done,AT,8084,,,8477510000,8477590000,,
4264,55584,847780,Other machinery,TRUE,,,Done,AT,8084,,,,,,
4265,72284,847790,Parts,TRUE,,,Done,AT,8084,,,,,,
4266,55884,847810,Machinery,FALSE,,,,AT,8184,,TRUE,,,,
4267,55984,847890,Parts,FALSE,,,,AT,8184,,TRUE,,,,
4268,56084,847910,"Machinery for public works, building or the like",FALSE,,,,AT,8284,,TRUE,,,,
4269,56184,847920,Machinery for the extraction or preparation of animal or fixed vegetable or microbial fats or oils,FALSE,,,,AT,8284,,TRUE,,,,
4270,56384,847930,Presses for the manufacture of particle board or fibre building board of wood or other ligneous materials and other machinery for treating wood or cork,TRUE,,,Done,AT,8284,,,,,,
4271,56484,847940,Rope- or cable-making machines,FALSE,,,,AT,8284,,TRUE,,,,
4272,56584,847950,"Industrial robots, not elsewhere specified or included",FALSE,,,,AT,8284,,TRUE,,,,
4273,56684,847960,Evaporative air coolers,FALSE,,,,AT,8284,,TRUE,,,,
4274,56784,,Passenger boarding bridges,TRUE,,,Done,AT,8284,,,8479710000,8479790000,,
4275,56884,,Other machines and mechanical appliances,TRUE,,,Done,AT,8284,,,8479810000,8479890000,,
4276,56984,847990,Parts,TRUE,,,Done,AT,8284,,,,,,
4277,57084,848010,Moulding boxes for metal foundry,FALSE,,,,AT,8384,,TRUE,,,,
4278,57184,848020,Mould bases,FALSE,,,,AT,8384,,TRUE,,,,
4279,57384,848030,Moulding patterns,TRUE,,,Done,AT,8384,,,,,,
4280,57484,,Moulds for metal or metal carbides,TRUE,,,Done,AT,8384,,,8480410000,8480490000,,
4281,57584,848050,Moulds for glass,FALSE,,,,AT,8384,,TRUE,,,,
4282,72584,848060,Moulds for mineral materials,FALSE,,,,AT,8384,,TRUE,,,,
4283,57984,,Moulds for rubber or plastics,TRUE,,,Done,AT,8384,,,8480710000,8480790000,,
4284,58084,848110,Pressure-reducing valves,TRUE,,,Done,AT,8484,,,,,,
4285,58184,848120,Valves for oleohydraulic or pneumatic transmissions,TRUE,,,Done,AT,8484,,,,,,
4286,58284,848130,Check (non-return) valves,TRUE,,,Done,AT,8484,,,,,,
4287,58384,848140,Safety or relief valves,TRUE,,,Done,AT,8484,,,,,,
4288,58484,848180,Other appliances,TRUE,,,Done,AT,8484,,,,,,
4289,58584,848190,Parts,TRUE,,,Done,AT,8484,,,,,,
4290,58684,848210,Ball bearings,TRUE,,,Done,AT,8584,,,,,,
4291,58784,848220,"Tapered roller bearings, including cone and tapered roller assemblies",FALSE,,,,AT,8584,,TRUE,,,,
4292,58984,848230,Spherical roller bearings,FALSE,,,,AT,8584,,TRUE,,,,
4293,59184,848240,"Needle roller bearings, including cage and needle roller assemblies",FALSE,,,,AT,8584,,TRUE,,,,
4294,73184,848250,"Other cylindrical roller bearings, including cage and roller assemblies",TRUE,,,Done,AT,8584,,,,,,
4295,73384,848280,"Other, including combined ball/roller bearings",TRUE,,,Done,AT,8584,,,,,,
4296,59984,,Parts,TRUE,,,Done,AT,8584,,,8482910000,8482990000,,
4297,60084,848310,Transmission shafts (including cam shafts and crank shafts) and cranks,TRUE,,,Done,AT,8684,,,,,,
4298,60184,848320,"Bearing housings, incorporating ball or roller bearings",FALSE,,,,AT,8684,,TRUE,,,,
4299,60384,848330,"Bearing housings, not incorporating ball or roller bearings; plain shaft bearings",TRUE,,,Done,AT,8684,,,,,,
4300,60484,848340,"Gears and gearing, other than toothed wheels, chain sprockets and other transmission elements presented separately; ball or roller screws; gear boxes and other speed changers, including torque converters",TRUE,,,Done,AT,8684,,,,,,
4301,60584,848350,"Flywheels and pulleys, including pulley blocks",TRUE,,,Done,AT,8684,,,,,,
4302,60684,848360,Clutches and shaft couplings (including universal joints),TRUE,,,Done,AT,8684,,,,,,
4303,60784,848390,"Toothed wheels, chain sprockets and other transmission elements presented separately; parts",TRUE,,,Done,AT,8684,,,,,,
4304,60884,848410,Gaskets and similar joints of metal sheeting combined with other material or of two or more layers of metal,TRUE,,,Done,AT,8784,,,,,,
4305,73584,848420,Mechanical seals,TRUE,,,Done,AT,8784,,,,,,
4306,61184,848490,Other,TRUE,,,Done,AT,8784,,,,,,
4307,61384,848510,By metal deposit,FALSE,,,,AT,8984,,TRUE,,,,
4308,61484,848520,By plastics or rubber deposit,FALSE,,,,AT,8984,,TRUE,,,,
4309,61584,848530,"By plaster, cement, ceramics or glass deposit",TRUE,,,Done,AT,8984,,,,,,
4310,61684,848580,Other,TRUE,,,Done,AT,8984,,,,,,
4311,61884,848590,Parts,TRUE,,,Done,AT,8984,,,,,,
4312,61984,848610,Machines and apparatus for the manufacture of boules or wafers,FALSE,,,,AT,9084,,TRUE,,,,
4313,62084,848620,Machines and apparatus for the manufacture of semiconductor devices or of electronic integrated circuits,FALSE,,,,AT,9084,,TRUE,,,,
4314,62284,848630,Machines and apparatus for the manufacture of flat panel displays,FALSE,,,,AT,9084,,TRUE,,,,
4315,62484,848640,Machines and apparatus specified in note 11(C) to this chapter,FALSE,,,,AT,9084,,TRUE,,,,
4316,62584,848690,Parts and accessories,FALSE,,,,AT,9084,,TRUE,,,,
4317,62784,848710,Ships' or boats' propellers and blades therefor,TRUE,,,Done,AT,9184,,,,,,
4318,62884,848790,Other,TRUE,,,Done,AT,9184,,,,,,
4319,5585,850110,"Motors of an output not exceeding 37,5 W",TRUE,,,Done,AT,485,,,,,,
4320,5685,850120,"Universal AC/DC motors of an output exceeding 37,5 W",TRUE,,,Done,AT,485,,,,,,
4321,5785,,"Other DC motors; DC generators, other than photovoltaic generators",TRUE,,,Done,AT,485,,,8501310000,8501340000,,
4322,5885,850140,"Other AC motors, single-phase",TRUE,,,Done,AT,485,,,,,,
4323,5985,,"Other AC motors, multi-phase",TRUE,,,Done,AT,485,,,8501510000,8501530000,,
4324,6085,,"AC generators (alternators), other than photovoltaic generators",TRUE,,,Done,AT,485,,,8501610000,8501640000,,
4325,6185,,Photovoltaic DC generators,TRUE,,,Done,AT,485,,,8501710000,8501720000,,
4326,6285,850180,Photovoltaic AC generators,FALSE,,,,AT,485,,TRUE,,,,
4327,6385,,Generating sets with compression-ignition internal combustion piston engines (diesel or semi-diesel engines),TRUE,,,Done,AT,585,,,8502110000,8502130000,,
4328,6485,850220,Generating sets with spark-ignition internal combustion piston engines,TRUE,,,Done,AT,585,,,,,,
4329,6685,,Other generating sets,TRUE,,,Done,AT,585,,,8502310000,8502390000,,
4330,6785,850240,Electric rotary converters,TRUE,,,Done,AT,585,,,,,,
4331,6885,85030010,Non-magnetic retaining rings,TRUE,,,Done,AT,685,,,,,,
4332,6985,85030020,"Steel laminations and stator and rotor cores, whether or not stacked",TRUE,,,Done,AT,685,,,,,,
4333,7085,,Other,TRUE,,,Done,AT,685,,,8503009100,8503009800,,
4334,7185,850410,Ballasts for discharge lamps or tubes,TRUE,,,Done,AT,785,,,,,,
4335,7285,,Liquid dielectric transformers,TRUE,,,Done,AT,785,,,8504210000,8504230000,,
4336,7385,,Other transformers,TRUE,,,Done,AT,785,,,8504310000,8504340000,,
4337,7485,850440,Static converters,TRUE,,,Done,AT,785,,,,,,
4338,7585,850450,Other inductors,FALSE,,,,AT,785,,TRUE,,,,
4339,7785,850490,Parts,TRUE,,,Done,AT,785,,,,,,
4340,7885,,Permanent magnets and articles intended to become permanent magnets after magnetisation,TRUE,,,Done,AT,885,,,8505110000,8505190000,,
4341,7985,850520,"Electromagnetic couplings, clutches and brakes",TRUE,,,Done,AT,885,,,,,,
4342,8185,850590,"Other, including parts",TRUE,,,Done,AT,885,,,,,,
4343,8285,850610,Manganese dioxide,TRUE,,,Done,AT,985,,,,,,
4344,8685,850630,Mercuric oxide,FALSE,,,,AT,985,,TRUE,,,,
4345,8885,850640,Silver oxide,FALSE,,,,AT,985,,TRUE,,,,
4346,9085,850650,Lithium,TRUE,,,Done,AT,985,,,,,,
4347,9185,850660,Air-zinc,FALSE,,,,AT,985,,TRUE,,,,
4348,9385,850680,Other primary cells and primary batteries,TRUE,,,Done,AT,985,,,,,,
4349,42985,850690,Parts,FALSE,,,,AT,985,,TRUE,,,,
4350,9785,850710,"Lead-acid, of a kind used for starting piston engines",TRUE,,,Done,AT,1085,,,,,,
4351,9885,850720,Other lead-acid accumulators,TRUE,,,Done,AT,1085,,,,,,
4352,9985,850730,Nickel-cadmium,TRUE,,,Done,AT,1085,,,,,,
4353,10185,850750,Nickel-metal hydride,TRUE,,,Done,AT,1085,,,,,,
4354,10285,850760,Lithium-ion,TRUE,,,Done,AT,1085,,,,,,
4355,10385,850780,Other accumulators,TRUE,,,Done,AT,1085,,,,,,
4356,10485,850790,Parts,TRUE,,,Done,AT,1085,,,,,,
4357,10685,,With self-contained electric motor,TRUE,,,Done,AT,1285,,,8508110000,8508190000,,
4358,10885,850860,Other vacuum cleaners,FALSE,,,,AT,1285,,TRUE,,,,
4359,43185,850870,Parts,TRUE,,,Done,AT,1285,,,,,,
4360,11685,850940,Food grinders and mixers; fruit or vegetable juice extractors,FALSE,,,,AT,1385,,TRUE,,,,
4361,11785,850980,Other appliances,FALSE,,,,AT,1385,,TRUE,,,,
4362,11885,850990,Parts,FALSE,,,,AT,1385,,TRUE,,,,
4363,12085,851010,Shavers,FALSE,,,,AT,1485,,TRUE,,,,
4364,12185,851020,Hair clippers,FALSE,,,,AT,1485,,TRUE,,,,
4365,12285,851030,Hair-removing appliances,FALSE,,,,AT,1485,,TRUE,,,,
4366,12385,851090,Parts,FALSE,,,,AT,1485,,TRUE,,,,
4367,12485,851110,Sparking plugs,TRUE,,,Done,AT,1585,,,,,,
4368,12585,851120,Ignition magnetos; magneto-dynamos; magnetic flywheels,TRUE,,,Done,AT,1585,,,,,,
4369,12685,851130,Distributors; ignition coils,TRUE,,,Done,AT,1585,,,,,,
4370,12785,851140,Starter motors and dual purpose starter-generators,TRUE,,,Done,AT,1585,,,,,,
4371,12885,851150,Other generators,TRUE,,,Done,AT,1585,,,,,,
4372,12985,851180,Other equipment,TRUE,,,Done,AT,1585,,,,,,
4373,13085,851190,Parts,TRUE,,,Done,AT,1585,,,,,,
4374,13185,851210,Lighting or visual signalling equipment of a kind used on bicycles,FALSE,,,,AT,1685,,TRUE,,,,
4375,43485,851220,Other lighting or visual signalling equipment,TRUE,,,Done,AT,1685,,,,,,
4376,43585,851230,Sound signalling equipment,TRUE,,,Done,AT,1685,,,,,,
4377,43685,851240,"Windscreen wipers, defrosters and demisters",TRUE,,,Done,AT,1685,,,,,,
4378,43785,851290,Parts,TRUE,,,Done,AT,1685,,,,,,
4379,14185,851310,Lamps,FALSE,,,,AT,1785,,TRUE,,,,
4380,14285,851390,Parts,FALSE,,,,AT,1785,,TRUE,,,,
4381,14485,,Resistance heated furnaces and ovens,TRUE,,,Done,AT,1885,,,8514110000,8514190000,,
4382,14585,851420,Furnaces and ovens functioning by induction or dielectric loss,TRUE,,,Done,AT,1885,,,,,,
4383,14985,,Other furnaces and ovens,TRUE,,,Done,AT,1885,,,8514310000,8514390000,,
4384,15085,851440,Other equipment for the heat treatment of materials by induction or dielectric loss,FALSE,,,,AT,1885,,TRUE,,,,
4385,44485,851490,Parts,TRUE,,,Done,AT,1885,,,,,,
4386,15785,,Brazing or soldering machines and apparatus,TRUE,,,Done,AT,1985,,,8515110000,8515190000,,
4387,15885,,Machines and apparatus for resistance welding of metal,TRUE,,,Done,AT,1985,,,8515210000,8515290000,,
4388,15985,,Machines and apparatus for arc (including plasma arc) welding of metals,TRUE,,,Done,AT,1985,,,8515310000,8515390000,,
4389,16085,851580,Other machines and apparatus,TRUE,,,Done,AT,1985,,,,,,
4390,44585,851590,Parts,TRUE,,,Done,AT,1985,,,,,,
4391,16385,851610,Electric instantaneous or storage water heaters and immersion heaters,TRUE,,,Done,AT,2085,,,,,,
4392,16485,,Electric space-heating apparatus and electric soil-heating apparatus,TRUE,,,Done,AT,2085,,,8516210000,8516290000,,
4393,16585,,Electrothermic hairdressing or hand-drying apparatus,TRUE,,,Done,AT,2085,,,8516310000,8516330000,,
4394,16685,851640,Electric smoothing irons,FALSE,,,,AT,2085,,TRUE,,,,
4395,44785,851650,Microwave ovens,FALSE,,,,AT,2085,,TRUE,,,,
4396,17185,851660,"Other ovens; cookers, cooking plates, boiling rings; grillers and roasters",TRUE,,,Done,AT,2085,,,,,,
4397,17285,,Other electrothermic appliances,TRUE,,,Done,AT,2085,,,8516710000,8516790000,,
4398,17385,851680,Electric heating resistors,TRUE,,,Done,AT,2085,,,,,,
4399,17485,851690,Parts,TRUE,,,Done,AT,2085,,,,,,
4400,17685,,"Telephone sets, including smartphones and other telephones for cellular networks or for other wireless networks",TRUE,,,Done,AT,2185,,,8517110000,8517180000,,
4401,18285,,"Other apparatus for the transmission or reception of voice, images or other data, including apparatus for communication in a wired or wireless network (such as a local or wide area network)",TRUE,,,Done,AT,2185,,,8517610000,8517690000,,
4402,18585,,Parts,TRUE,,,Done,AT,2185,,,8517710000,8517790000,,
4403,18985,851810,Microphones and stands therefor,TRUE,,,Done,AT,2285,,,,,,
4404,19085,,"Loudspeakers, whether or not mounted in their enclosures",TRUE,,,Done,AT,2285,,,8518210000,8518290000,,
4405,19185,851830,"Headphones and earphones, whether or not combined with a microphone, and sets consisting of a microphone and one or more loudspeakers",TRUE,,,Done,AT,2285,,,,,,
4406,19285,851840,Audio-frequency electric amplifiers,TRUE,,,Done,AT,2285,,,,,,
4407,19385,851850,Electric sound amplifier sets,TRUE,,,Done,AT,2285,,,,,,
4408,19485,851890,Parts,FALSE,,,,AT,2285,,TRUE,,,,
4409,19785,851920,"Apparatus operated by coins, banknotes, bank cards, tokens or by other means of payment",TRUE,,,Done,AT,2385,,,,,,
4410,19985,851930,Turntables (record-decks),FALSE,,,,AT,2385,,TRUE,,,,
4411,20385,,Other apparatus,TRUE,,,Done,AT,2385,,,8519810000,8519890000,,
4412,21385,852110,Magnetic tape-type,FALSE,,,,AT,2585,,TRUE,,,,
4413,21585,852190,Other,FALSE,,,,AT,2585,,TRUE,,,,
4414,21785,852210,Pick-up cartridges,FALSE,,,,AT,2685,,TRUE,,,,
4415,21885,852290,Other,TRUE,,,Done,AT,2685,,,,,,
4416,22185,,Magnetic media,TRUE,,,Done,AT,2785,,,8523210000,8523290000,,
4417,22485,,Optical media,TRUE,,,Done,AT,2785,,,8523410000,8523490000,,
4418,22585,,Semiconductor media,TRUE,,,Done,AT,2785,,,8523510000,8523590000,,
4419,22685,852380,Other,TRUE,,,Done,AT,2785,,,,,,
4420,23085,,Without drivers or control circuits,TRUE,,,Done,AT,2985,,,8524110000,8524190000,,
4421,23985,,Other,TRUE,,,Done,AT,2985,,,8524910000,8524990000,,
4422,24485,852550,Transmission apparatus,FALSE,,,,AT,3085,,TRUE,,,,
4423,24585,852560,Transmission apparatus incorporating reception apparatus,FALSE,,,,AT,3085,,TRUE,,,,
4424,24785,,"Television cameras, digital cameras and video camera recorders",TRUE,,,Done,AT,3085,,,8525810000,8525890000,,
4425,24885,852610,Radar apparatus,TRUE,,,Done,AT,3185,,,,,,
4426,24985,,Other,TRUE,,,Done,AT,3185,,,8526910000,8526920000,,
4427,25185,,Radio-broadcast receivers capable of operating without an external source of power,TRUE,,,Done,AT,3285,,,8527120000,8527190000,,
4428,25285,,"Radio-broadcast receivers not capable of operating without an external source of power, of a kind used in motor vehicles",TRUE,,,Done,AT,3285,,,8527210000,8527290000,,
4429,25585,,Other,TRUE,,,Done,AT,3285,,,8527910000,8527990000,,
4430,26385,,Cathode-ray tube monitors,TRUE,,,Done,AT,3385,,,8528420000,8528490000,,
4431,26585,,Other monitors,TRUE,,,Done,AT,3385,,,8528520000,8528590000,,
4432,26785,,Projectors,TRUE,,,Done,AT,3385,,,8528620000,8528690000,,
4433,26885,,"Reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus",TRUE,,,Done,AT,3385,,,8528710000,8528730000,,
4434,26985,852910,Aerials and aerial reflectors of all kinds; parts suitable for use therewith,TRUE,,,Done,AT,3485,,,,,,
4435,27085,852990,Other,TRUE,,,Done,AT,3485,,,,,,
4436,27185,853010,Equipment for railways or tramways,FALSE,,,,AT,3585,,TRUE,,,,
4437,27285,853080,Other equipment,FALSE,,,,AT,3585,,TRUE,,,,
4438,27385,853090,Parts,FALSE,,,,AT,3585,,TRUE,,,,
4439,27485,853110,Burglar or fire alarms and similar apparatus,TRUE,,,Done,AT,3685,,,,,,
4440,27585,853120,Indicator panels incorporating liquid crystal devices (LCD) or light-emitting diodes (LED),TRUE,,,Done,AT,3685,,,,,,
4441,27685,853180,Other apparatus,TRUE,,,Done,AT,3685,,,,,,
4442,27785,853190,Parts,FALSE,,,,AT,3685,,TRUE,,,,
4443,27985,853210,"Fixed capacitors designed for use in 50/60 Hz circuits and having a reactive power handling capacity of not less than 0,5 kvar (power capacitors)",FALSE,,,,AT,3785,,TRUE,,,,
4444,28185,,Other fixed capacitors,TRUE,,,Done,AT,3785,,,8532210000,8532290000,,
4445,28285,853230,Variable or adjustable (pre-set) capacitors,FALSE,,,,AT,3785,,TRUE,,,,
4446,28485,853290,Parts,FALSE,,,,AT,3785,,TRUE,,,,
4447,28685,853310,"Fixed carbon resistors, composition or film types",FALSE,,,,AT,3885,,TRUE,,,,
4448,28885,,Other fixed resistors,TRUE,,,Done,AT,3885,,,8533210000,8533290000,,
4449,28985,,"Wirewound variable resistors, including rheostats and potentiometers",TRUE,,,Done,AT,3885,,,8533310000,8533390000,,
4450,29085,853340,"Other variable resistors, including rheostats and potentiometers",TRUE,,,Done,AT,3885,,,,,,
4451,29185,853390,Parts,FALSE,,,,AT,3885,,TRUE,,,,
4452,29385,,Consisting only of conductor elements and contacts,TRUE,,,Done,AT,3985,,,8534001100,8534001900,,
4453,29485,85340090,With other passive elements,FALSE,,,,AT,3985,,TRUE,,,,
4454,29685,853510,Fuses,TRUE,,,Done,AT,4085,,,,,,
4455,29785,,Automatic circuit breakers,TRUE,,,Done,AT,4085,,,8535210000,8535290000,,
4456,29885,853530,Isolating switches and make-and-break switches,TRUE,,,Done,AT,4085,,,,,,
4457,29985,853540,"Lightning arresters, voltage limiters and surge suppressors",TRUE,,,Done,AT,4085,,,,,,
4458,30085,853590,Other,TRUE,,,Done,AT,4085,,,,,,
4459,46585,853610,Fuses,TRUE,,,Done,AT,4185,,,,,,
4460,30385,853620,Automatic circuit breakers,TRUE,,,Done,AT,4185,,,,,,
4461,30485,853630,Other apparatus for protecting electrical circuits,TRUE,,,Done,AT,4185,,,,,,
4462,30585,,Relays,TRUE,,,Done,AT,4185,,,8536410000,8536490000,,
4463,30685,853650,Other switches,TRUE,,,Done,AT,4185,,,,,,
4464,30785,,"Lamp holders, plugs and sockets",TRUE,,,Done,AT,4185,,,8536610000,8536690000,,
4465,46685,853670,"Connectors for optical fibres, optical fibre bundles or cables",TRUE,,,Done,AT,4185,,,,,,
4466,31085,853690,Other apparatus,TRUE,,,Done,AT,4185,,,,,,
4467,31185,853710,For a voltage not exceeding 1 000 V,TRUE,,,Done,AT,4285,,,,,,
4468,46785,853720,For a voltage exceeding 1 000 V,TRUE,,,Done,AT,4285,,,,,,
4469,31485,853810,"Boards, panels, consoles, desks, cabinets and other bases for the goods of heading 8537, not equipped with their apparatus",FALSE,,,,AT,4385,,TRUE,,,,
4470,31685,853890,Other,TRUE,,,Done,AT,4385,,,,,,
4471,31785,853910,Sealed beam lamp units,TRUE,,,Done,AT,4485,,,,,,
4472,31885,,"Other filament lamps, excluding ultraviolet or infra-red lamps",TRUE,,,Done,AT,4485,,,8539210000,8539290000,,
4473,31985,,"Discharge lamps, other than ultraviolet lamps",TRUE,,,Done,AT,4485,,,8539310000,8539390000,,
4474,32185,,Ultraviolet or infra-red lamps; arc lamps,TRUE,,,Done,AT,4485,,,8539410000,8539490000,,
4475,32385,,Light-emitting diode (LED) light sources,TRUE,,,Done,AT,4485,,,8539510000,8539520000,,
4476,32485,853990,Parts,TRUE,,,Done,AT,4485,,,,,,
4477,32585,,"Cathode ray television picture tubes, including video monitor cathode ray tubes",TRUE,,,Done,AT,4585,,,8540110000,8540120000,,
4478,32685,854020,Television camera tubes; image converters and intensifiers; other photocathode tubes,TRUE,,,Done,AT,4585,,,,,,
4479,32985,854040,"Data/graphic display tubes, monochrome; data/graphic display tubes, colour, with a phosphor dot screen pitch smaller than 0,4 mm",TRUE,,,Done,AT,4585,,,,,,
4480,33285,854060,Other cathode ray tubes,TRUE,,,Done,AT,4585,,,,,,
4481,33385,,"Microwave tubes (for example, magnetrons, klystrons, travelling-wave tubes, carcinotrons), excluding grid-controlled tubes",TRUE,,,Done,AT,4585,,,8540710000,8540790000,,
4482,33485,,Other valves and tubes,TRUE,,,Done,AT,4585,,,8540810000,8540890000,,
4483,33585,,Parts,TRUE,,,Done,AT,4585,,,8540910000,8540990000,,
4484,33685,854110,"Diodes, other than photosensitive or light-emitting diodes (LED)",FALSE,,,,AT,4685,,TRUE,,,,
4485,33885,,"Transistors, other than photosensitive transistors",TRUE,,,Done,AT,4685,,,8541210000,8541290000,,
4486,33985,854130,"Thyristors, diacs and triacs, other than photosensitive devices",FALSE,,,,AT,4685,,TRUE,,,,
4487,34285,,"Photosensitive semiconductor devices, including photovoltaic cells whether or not assembled in modules or made up into panels; light-emitting diodes (LED)",TRUE,,,Done,AT,4685,,,8541410000,8541490000,,
4488,34585,,Other semiconductor devices,TRUE,,,Done,AT,4685,,,8541510000,8541590000,,
4489,34685,854160,Mounted piezo-electric crystals,FALSE,,,,AT,4685,,TRUE,,,,
4490,47485,854190,Parts,FALSE,,,,AT,4685,,TRUE,,,,
4491,35885,,Electronic integrated circuits,TRUE,,,Done,AT,4785,,,8542310000,8542390000,,
4492,48085,854290,Parts,FALSE,,,,AT,4785,,TRUE,,,,
4493,37285,854310,Particle accelerators,FALSE,,,,AT,4885,,TRUE,,,,
4494,37585,854320,Signal generators,FALSE,,,,AT,4885,,TRUE,,,,
4495,48685,854330,"Machines and apparatus for electroplating, electrolysis or electrophoresis",TRUE,,,Done,AT,4885,,,,,,
4496,38185,854340,Electronic cigarettes and similar personal electric vaporizing devices,FALSE,,,,AT,4885,,TRUE,,,,
4497,38285,854370,Other machines and apparatus,TRUE,,,Done,AT,4885,,,,,,
4498,38585,854390,Parts,FALSE,,,,AT,4885,,TRUE,,,,
4499,38785,,Winding wire,TRUE,,,Done,AT,4985,,,8544110000,8544190000,,
4500,48985,854420,Coaxial cable and other coaxial electric conductors,TRUE,,,Done,AT,4985,,,,,,
4501,39185,854430,"Ignition wiring sets and other wiring sets of a kind used in vehicles, aircraft or ships",TRUE,,,Done,AT,4985,,,,,,
4502,39385,,"Other electric conductors, for a voltage not exceeding 1 000 V",TRUE,,,Done,AT,4985,,,8544420000,8544490000,,
4503,39585,854460,"Other electric conductors, for a voltage exceeding 1 000 V",TRUE,,,Done,AT,4985,,,,,,
4504,49085,854470,Optical fibre cables,TRUE,,,Done,AT,4985,,,,,,
4505,39885,,Electrodes,TRUE,,,Done,AT,5085,,,8545110000,8545190000,,
4506,39985,854520,Brushes,FALSE,,,,AT,5085,,TRUE,,,,
4507,40085,854590,Other,TRUE,,,Done,AT,5085,,,,,,
4508,40185,854610,Of glass,FALSE,,,,AT,5185,,TRUE,,,,
4509,40285,854620,Of ceramics,FALSE,,,,AT,5185,,TRUE,,,,
4510,40485,854690,Other,TRUE,,,Done,AT,5185,,,,,,
4511,40585,854710,Insulating fittings of ceramics,FALSE,,,,AT,5285,,TRUE,,,,
4512,49385,854720,Insulating fittings of plastics,FALSE,,,,AT,5285,,TRUE,,,,
4513,41085,854790,Other,FALSE,,,,AT,5285,,TRUE,,,,
4514,41585,85480020,Memories in multicombinational forms such as stack D-RAMs and modules,FALSE,,,,AT,5385,,TRUE,,,,
4515,41685,85480030,"Light-emitting diode (LED) backlight modules, which are lighting sources that consist of one or more LEDs, and one or more connectors and are mounted on a printed circuit or other similar substrate, and other passive components, whether or not combined with optical components or protective diodes, and used as backlight illumination for liquid crystal displays (LCDs)",FALSE,,,,AT,5385,,TRUE,,,,
4516,41785,85480090,Other,TRUE,,,Done,AT,5385,,,,,,
4517,42085,,"Waste and scrap of primary cells, primary batteries and electric accumulators; spent primary cells, spent primary batteries and spent electric accumulators",TRUE,,,Done,AT,5485,,,8549110000,8549190000,,
4518,42185,,Of a kind used principally for the recovery of precious metal,TRUE,,,Done,AT,5485,,,8549210000,8549290000,,
4519,42285,,Other electrical and electronic assemblies and printed circuit boards,TRUE,,,Done,AT,5485,,,8549310000,8549390000,,
4520,42385,,Other,TRUE,,,Done,AT,5485,,,8549910000,8549990000,,
4521,1586,860110,Powered from an external source of electricity,FALSE,,,,AT,486,,TRUE,,,,
4522,1686,860120,Powered by electric accumulators,FALSE,,,,AT,486,,TRUE,,,,
4523,1786,860210,Diesel-electric locomotives,FALSE,,,,AT,586,,TRUE,,,,
4524,1886,860290,Other,FALSE,,,,AT,586,,TRUE,,,,
4525,1986,860310,Powered from an external source of electricity,FALSE,,,,AT,686,,TRUE,,,,
4526,2086,860390,Other,FALSE,,,,AT,686,,TRUE,,,,
4527,2186,860610,Tank wagons and the like,FALSE,,,,AT,986,,TRUE,,,,
4528,2386,860630,"Self-discharging vans and wagons, other than those of subheading 8606 10",FALSE,,,,AT,986,,TRUE,,,,
4529,2486,,Other,TRUE,,,Done,AT,986,,,8606910000,8606990000,,
4530,2586,,"Bogies, bissel-bogies, axles and wheels, and parts thereof",TRUE,,,Done,AT,1086,,,8607110000,8607190000,,
4531,2686,,Brakes and parts thereof,TRUE,,,Done,AT,1086,,,8607210000,8607290000,,
4532,2786,860730,"Hooks and other coupling devices, buffers, and parts thereof",FALSE,,,,AT,1086,,TRUE,,,,
4533,2986,,Other,TRUE,,,Done,AT,1086,,,8607910000,8607990000,,
4534,3486,86090010,"Containers with an anti-radiation lead covering, for the transport of radioactive materials",FALSE,,,,AT,1386,,TRUE,,,,
4535,3586,86090090,Other,FALSE,,,,AT,1386,,TRUE,,,,
4536,2087,870110,Single axle tractors,FALSE,,,,AT,487,,TRUE,,,,
4537,2387,,Road tractors for semi-trailers,TRUE,,,Done,AT,487,,,8701210000,8701290000,,
4538,11287,870130,Track-laying tractors,FALSE,,,,AT,487,,TRUE,,,,
