stt,area,page,cntyCd,baseYy,reffNoNm,prlstClsfSrno
13800,EU,9,DE,2024,DEBTI17126/24-1,850
13801,EU,9,DE,2024,DEBTI17135/24-3,860
13802,EU,9,ES,2024,ESBTIESBTI2024SOL512,66
13803,EU,9,DE,2024,DEBTI11139/24-1,79
13804,EU,9,NL,2024,NLBTI2024-0358,29
13805,EU,9,ES,2024,ESBTIESBTI2024SOL390,29
13806,EU,9,RO,2024,ROBTI2024/004658,3
13807,EU,9,DE,2024,DEBTI18078/24-1,1034
13808,EU,9,FR,2024,FRBTIFR-BTI-2024-03940,643
13809,EU,9,FR,2024,FRBTIFR-BTI-2024-04271,814
13810,EU,9,ES,2024,ESBTIESBTI2024SOL487,50
13811,EU,9,FR,2024,FRBTIFR-BTI-2024-02428,237
13812,EU,9,DE,2024,DEBTI18956/24-1,1232
13813,EU,9,ES,2024,ESBTIESBTI2024SOL492,54
13814,EU,9,DE,2024,DEBTI18322/24-1,1099
13815,EU,9,ES,2024,ESBTIESBTI2024SOL489,52
13816,EU,9,FR,2024,FRBTIFR-BTI-2024-04105,721
13817,EU,9,ES,2024,ESBTIESBTI2024SOL528,76
13818,EU,9,DE,2024,DEBTI18194/24-1,1063
13819,EU,9,ES,2024,ESBTIESBTI2024SOL533,81
13820,EU,9,NL,2024,NLBTI2024-0364,35
13821,EU,9,DE,2024,DEBTI28598/24-1,3763
13822,EU,9,DE,2024,DEBTI17135/24-1,858
13823,EU,9,RO,2024,ROBTI2024/004692,13
13824,EU,9,DE,2024,DEBTI18097/24-1,1039
13825,EU,9,FR,2024,FRBTIFR-BTI-2024-03257,401
13826,EU,9,FR,2024,FRBTIFR-BTI-2024-02516,248
13827,EU,9,DE,2024,DEBTI14168/24-1,460
13828,EU,9,DE,2024,DEBTI25667/24-1,2885
13829,EU,9,DE,2024,DEBTI17952/24-1,1010
13830,EU,9,DE,2024,DEBTI18091/24-1,1035
13831,EU,9,ES,2024,ESBTIESBTI2024REN497,1
13832,EU,9,DK,2024,DKBTI24-0410160,37
13833,EU,9,DE,2024,DEBTI7380/24-1,6140
13834,EU,9,FR,2024,FRBTIFR-BTI-2024-04269,812
13835,EU,9,DE,2024,DEBTI16956/24-1,821
13836,EU,9,ES,2024,ESBTIESBTI2024SOL517,71
13837,EU,9,ES,2024,ESBTIESBTI2024SOL511,65
13838,EU,9,NL,2024,NLBTI2024-0360,31
13839,EU,9,FR,2024,FRBTIFR-BTI-2024-03944,645
13840,EU,9,DE,2024,DEBTI16848/24-1,797
13841,EU,10,NL,2024,NLBTI2024-0363,34
13842,EU,10,ES,2024,ESBTIESBTI2024SOL484,48
13843,EU,10,FR,2024,FRBTIFR-BTI-2024-03561-01,493
13844,EU,10,DE,2024,DEBTI17665/24-1,952
13845,EU,10,DE,2024,DEBTI11135/24-1,78
13846,EU,10,DE,2024,DEBTI26812/24-1,3223
13847,EU,10,NL,2024,NLBTI2024-0437,73
13848,EU,10,DE,2024,DEBTI25143/24-1,2752
13849,EU,10,FR,2024,FRBTIFR-BTI-2024-02586,252
13850,EU,10,DE,2024,DEBTI7137/24-1,6137
13851,EU,10,ES,2024,ESBTIESBTI2024REN506,3
13852,EU,10,DE,2024,DEBTI14474/24-1,492
13853,EU,10,DE,2024,DEBTI26800/24-1,3217
13854,EU,10,FR,2024,FRBTIFR-BTI-2024-02849,305
13855,EU,10,FR,2024,FRBTIFR-BTI-2024-03405,435
13856,EU,10,BE,2024,BEBTIDT.50.015.942,46
13857,EU,10,AT,2024,ATBTI2024000197-DEC,17
13858,EU,10,AT,2024,ATBTI2024000189-DEC,12
13859,EU,10,DE,2024,DEBTI7867/24-1,6170
13860,EU,10,LV,2024,LVBTILV009999-2024-BTI15,1
13861,EU,10,DE,2024,DEBTI11215/24-1,82
13862,EU,10,AT,2024,ATBTI2024000242-DEC,34
13863,EU,10,FR,2024,FRBTIFR-BTI-2024-00939,55
13864,EU,10,LV,2024,LVBTILV009999-2024-BTI17,3
13865,EU,10,FR,2024,FRBTIFR-BTI-2024-03642,517
13866,EU,10,DE,2024,DEBTI20823/24-1,1690
13867,EU,10,DE,2024,DEBTI22030/24-1,1934
13868,EU,10,ES,2024,ESBTIESBTI2024REN505,2
13869,EU,10,DE,2024,DEBTI21137/24-1,1739
13870,EU,10,FR,2024,FRBTIFR-BTI-2024-03655,521
13871,EU,10,DK,2024,DKBTI24-0441256,47
13872,EU,10,DE,2024,DEBTI25680/24-1,2891
13873,EU,10,DE,2024,DEBTI20709/24-1,1648
13874,EU,10,DE,2024,DEBTI14627/24-1,513
13875,EU,10,DE,2024,DEBTI1974/24-1,1418
13876,EU,10,DE,2024,DEBTI27868/23-1,3576
13877,EU,10,DE,2024,DEBTI23738/24-1,2379
13878,EU,10,DE,2024,DEBTI25173/24-1,2761
13879,EU,10,AT,2024,ATBTI2024169-APP,195
13880,EU,10,FR,2024,FRBTIFR-BTI-2024-03541,488
13881,EU,10,NL,2024,NLBTI2024-0433,71
13882,EU,10,PL,2024,PLBTIWIT-2024-000801,17
13883,EU,10,FR,2024,FRBTIFR-BTI-2024-03425,441
13884,EU,10,FR,2024,FRBTIFR-BTI-2024-03578,497
13885,EU,10,DE,2024,DEBTI10934/24-2,66
13886,EU,10,DK,2024,DKBTI24-0399426,31
13887,EU,10,DE,2024,DEBTI11246/24-1,86
13888,EU,10,PL,2024,PLBTIWIT-2024-000802,18
13889,EU,10,NL,2024,NLBTI2024-0255,6
13890,EU,10,DE,2024,DEBTI20143/24-1,1527
13891,EU,10,DE,2024,DEBTI2003/24-1,1494
13892,EU,10,FR,2024,FRBTIFR-BTI-2024-03647,519
13893,EU,10,FR,2024,FRBTIFR-BTI-2024-03055,365
13894,EU,10,DE,2024,DEBTI15721/24-1,640
13895,EU,10,DE,2024,DEBTI20223/24-1,1536
13896,EU,10,DE,2024,DEBTI3270/24-1,4750
13897,EU,10,DE,2024,DEBTI23670/24-1,2341
13898,EU,10,DE,2024,DEBTI13027/24-1,324
13899,EU,10,AT,2024,ATBTI2024000194-DEC,16
13900,EU,10,BE,2024,BEBTIDT.50.016.215,55
13901,EU,10,DE,2024,DEBTI14626/24-1,512
13902,EU,10,DE,2024,DEBTI24879/24-1,2650
13903,EU,10,DE,2024,DEBTI3411/24-4,5072
13904,EU,10,DE,2024,DEBTI14270/24-1,471
13905,EU,10,DE,2024,DEBTI19652/24-1,1400
13906,EU,10,DE,2024,DEBTI28643/24-1,3777
13907,EU,10,PL,2024,PLBTIWIT-2024-000803,19
13908,EU,10,DE,2024,DEBTI3411/24-2,5070
13909,EU,10,PL,2024,PLBTIWIT-2024-000800,16
13910,EU,10,DE,2024,DEBTI18289/24-1,1092
13911,EU,10,DE,2024,DEBTI11294/24-1,102
13912,EU,10,BE,2024,BEBTIDT.50.015.941,45
13913,EU,10,BE,2024,BEBTIDT.50.016.422,63
13914,EU,10,DE,2024,DEBTI3390/24-1,5019
13915,EU,10,DE,2024,DEBTI52924/23-1,6023
13916,EU,10,FR,2024,FRBTIFR-BTI-2024-02413,232
13917,EU,10,DE,2024,DEBTI1981/24-1,1432
13918,EU,10,DE,2024,DEBTI3295/24-1,4821
13919,EU,10,DE,2024,DEBTI21129/24-1,1736
13920,EU,10,DE,2024,DEBTI16657/24-1,783
13921,EU,10,NL,2024,NLBTI2024-0411,64
13922,EU,10,DE,2024,DEBTI1576/24-1,645
13923,EU,10,DE,2024,DEBTI23666/24-1,2337
13924,EU,10,DE,2024,DEBTI3411/24-1,5069
13925,EU,10,NL,2024,NLBTI2024-0412,65
13926,EU,10,DE,2024,DEBTI3411/24-3,5071
13927,EU,10,DK,2024,DKBTI24-0441255,46
13928,EU,10,AT,2024,ATBTI2024000205-DEC,19
13929,EU,10,LV,2024,LVBTILV009999-2024-BTI16,2
13930,EU,10,NL,2024,NLBTI2024-0407,62
13931,EU,10,DE,2024,DEBTI1616/24-1,717
13932,EU,10,DE,2024,DEBTI1606/24-1,693
13933,EU,10,NL,2024,NLBTI2024-0454,79
13934,EU,10,FR,2024,FRBTIFR-BTI-2024-03404,434
13935,EU,10,DE,2024,DEBTI45554/23-1,5912
13936,EU,10,DK,2024,DKBTI24-0441257,48
13937,EU,10,NL,2024,NLBTI2024-0272,10
13938,EU,10,DE,2024,DEBTI6935/24-1,6131
13939,EU,10,DE,2024,DEBTI19118/24-1,1272
13940,EU,10,DE,2024,DEBTI25342/24-1,2795
13941,EU,10,DE,2024,DEBTI16479/24-1,761
13942,EU,10,NL,2024,NLBTI2024-0409,63
13943,EU,10,DE,2024,DEBTI24556/24-1,2525
13944,EU,10,DE,2024,DEBTI23662/24-1,2336
13945,EU,10,DE,2024,DEBTI22263/24-1,1989
13946,EU,10,DE,2024,DEBTI27387/24-1,3381
13947,EU,10,AT,2024,ATBTI2024000148-DEC,3
13948,EU,10,DE,2024,DEBTI28736/24-1,3789
13949,EU,10,AT,2024,ATBTI2024000264-DEC,49
13950,EU,10,DE,2024,DEBTI25375/24-1,2811
13951,EU,10,DE,2024,DEBTI14623/24-1,511
13952,EU,10,DE,2024,DEBTI17323/24-1,886
13953,EU,10,FR,2024,FRBTIFR-BTI-2024-03570,495
13954,EU,10,FR,2024,FRBTIFR-BTI-2024-03359,426
13955,EU,10,CZ,2024,CZBTI45/111959/2024-580000-04/01,228
13956,EU,10,FR,2024,FRBTIFR-BTI-2024-01843,127
13957,EU,10,DE,2024,DEBTI21508/24-1,1830
13958,EU,10,DE,2024,DEBTI27697/24-1,3519
13959,EU,10,FR,2024,FRBTIFR-BTI-2024-02938,328
13960,EU,10,DE,2024,DEBTI53201/23-6,6037
13961,EU,10,DE,2024,DEBTI20359/24-1,1565
13962,EU,10,FR,2024,FRBTIFR-BTI-2024-03472,461
13963,EU,10,SE,2024,SEBTITV-2024-10417,25
13964,EU,10,DE,2024,DEBTI17959/24-1,1013
13965,EU,10,DE,2024,DEBTI20824/24-1,1691
13966,EU,10,DE,2024,DEBTI6704/24-1,6120
13967,EU,10,DE,2024,DEBTI240/24-1,2449
13968,EU,10,SI,2024,SIBTI2024/0071,14
13969,EU,10,DE,2024,DEBTI23667/24-1,2338
13970,EU,10,CZ,2024,CZBTI34/146508/2024-580000-04/01,111
13971,EU,10,NL,2024,NLBTI2024-0350,23
13972,EU,10,AT,2024,ATBTI2024000240-DEC,32
13973,EU,10,NL,2024,NLBTI2024-0355,26
13974,EU,10,ES,2024,ESBTIESBTI2024SOL490,53
13975,EU,10,FR,2024,FRBTIFR-BTI-2024-02926,324
13976,EU,10,FR,2024,FRBTIFR-BTI-2024-02473,241
13977,EU,10,DE,2024,DEBTI2416/24-1,2473
13978,EU,10,DE,2024,DEBTI12430/24-1,248
13979,EU,10,DE,2024,DEBTI22755/24-1,2115
13980,EU,10,DE,2024,DEBTI17585/24-1,939
13981,EU,10,NL,2024,NLBTI2024-0356,27
13982,EU,10,DE,2024,DEBTI51924/23-1,6014
13983,EU,10,DE,2024,DEBTI6188/24-1,6089
13984,EU,10,DE,2024,DEBTI25938/24-1,2961
13985,EU,10,NL,2024,NLBTI2024-0357,28
13986,EU,10,CZ,2024,CZBTI34/144670/2024-580000-04/01,107
13987,EU,10,DE,2024,DEBTI15630/24-1,627
13988,EU,10,DE,2024,DEBTI20401/24-1,1586
13989,EU,10,FR,2024,FRBTIFR-BTI-2024-01832,126
13990,EU,10,FR,2024,FRBTIFR-BTI-2024-03577,496
13991,EU,10,DE,2024,DEBTI2710/24-1,3285
13992,EU,10,DE,2024,DEBTI23617/24-1,2317
13993,EU,10,DE,2024,DEBTI6828/24-1,6126
13994,EU,10,DE,2024,DEBTI7389/24-1,6141
13995,EU,10,PL,2024,PLBTIWIT-2024-000798,14
13996,EU,10,DE,2024,DEBTI27727/24-1,3530
13997,EU,10,FR,2024,FRBTIFR-BTI-2024-04052,688
13998,EU,10,DE,2024,DEBTI7526/24-1,6148
13999,EU,10,DE,2024,DEBTI22486/24-1,2037
14000,EU,10,DE,2024,DEBTI7766/24-1,6164
14001,EU,10,DE,2024,DEBTI21783/24-1,1876
14002,EU,10,DE,2024,DEBTI19016/24-1,1244
14003,EU,10,DE,2024,DEBTI9547/24-1,6282
14004,EU,10,DK,2024,DKBTI24-0415067,40
14005,EU,10,FR,2024,FRBTIFR-BTI-2024-03423,440
14006,EU,10,DE,2024,DEBTI6441/24-1,6095
14007,EU,10,DE,2024,DEBTI28194/24-1,3662
14008,EU,10,DE,2024,DEBTI22894/24-1,2146
14009,EU,10,AT,2024,ATBTI2024000239-DEC,31
14010,EU,10,FR,2024,FRBTIFR-BTI-2024-03500,471
14011,EU,10,DE,2024,DEBTI18069/24-1,1031
14012,EU,10,DE,2024,DEBTI23035/24-1,2177
14013,EU,10,DE,2024,DEBTI9622/24-1,6288
14014,EU,10,DE,2024,DEBTI26599/24-1,3151
14015,EU,10,DE,2024,DEBTI6440/24-1,6094
14016,EU,10,DE,2024,DEBTI8088/24-1,6177
14017,EU,10,DE,2024,DEBTI17131/24-1,855
14018,EU,10,DE,2024,DEBTI17133/24-1,857
14019,EU,10,FR,2024,FRBTIFR-BTI-2024-01171,77
14020,EU,10,DE,2024,DEBTI18360/24-1,1114
14021,EU,10,ES,2024,ESBTIESBTI2024SOL467,45
14022,EU,10,DE,2024,DEBTI23047/24-1,2181
14023,EU,10,PL,2024,PLBTIWIT-2024-000797,13
14024,EU,10,FR,2024,FRBTIFR-BTI-2024-02334,213
14025,EU,10,DE,2024,DEBTI22074/24-1,1950
14026,EU,10,FR,2024,FRBTIFR-BTI-2024-00513,34
14027,EU,10,DE,2024,DEBTI24728/24-1,2586
14028,EU,10,DE,2024,DEBTI51617/23-1,6012
14029,EU,10,DE,2024,DEBTI25769/24-1,2926
14030,EU,10,FR,2024,FRBTIFR-BTI-2024-02338,214
14031,EU,10,DK,2024,DKBTI24-0278390,4
14032,EU,10,FR,2024,FRBTIFR-BTI-2024-01604,93
14033,EU,10,DE,2024,DEBTI25037/24-1,2702
14034,EU,10,DE,2024,DEBTI21766/24-1,1870
14035,EU,10,DE,2024,DEBTI14122/24-1,449
14036,EU,10,DE,2024,DEBTI24854/24-1,2637
14037,EU,10,DE,2024,DEBTI12735/24-1,270
14038,EU,10,FR,2024,FRBTIFR-BTI-2024-02925,323
14039,EU,10,DE,2024,DEBTI11615/24-1,146
14040,EU,10,AT,2024,ATBTI2024000235-DEC,28
14041,EU,10,DE,2024,DEBTI28644/24-1,3778
14042,EU,10,IE,2024,IEBTIIENEN004-2024-BTI210,180
14043,EU,10,DK,2024,DKBTI24-0399209,30
14044,EU,10,FR,2024,FRBTIFR-BTI-2023-08589,21
14045,EU,10,PT,2024,PTBTI2024-IPV-008,1
14046,EU,10,DE,2024,DEBTI566/24-1,6065
14047,EU,10,FR,2024,FRBTIFR-BTI-2024-01916,143
14048,EU,10,ES,2024,ESBTIESBTI2024SOL504,62
14049,EU,10,PT,2024,PTBTI2024-IPV-010,2
14050,EU,10,FR,2024,FRBTIFR-BTI-2024-01674,99
14051,EU,10,DE,2024,DEBTI578/24-1,6077
14052,EU,10,DE,2024,DEBTI11985/24-1,191
14053,EU,10,DE,2024,DEBTI8088/24-2,6178
14054,EU,10,FR,2024,FRBTIFR-BTI-2024-00856,53
14055,EU,10,DE,2024,DEBTI9025/24-2,6238
14056,EU,10,DE,2024,DEBTI23669/24-1,2340
14057,EU,10,DE,2024,DEBTI14477/24-1,493
14058,EU,10,DE,2024,DEBTI577/24-1,6076
14059,EU,10,CZ,2024,CZBTI31/165744/2024-580000-04/01,28
14060,EU,10,DE,2024,DEBTI22257/24-1,1988
14061,EU,10,DE,2024,DEBTI25337/24-1,2793
14062,EU,10,FR,2024,FRBTIFR-BTI-2024-01765,118
14063,EU,10,DE,2024,DEBTI13944/24-1,419
14064,EU,10,FR,2024,FRBTIFR-BTI-2024-04195,772
14065,EU,10,DE,2024,DEBTI14937/24-1,557
14066,EU,10,DE,2024,DEBTI22516/24-1,2043
14067,EU,10,FR,2024,FRBTIFR-BTI-2024-02930,327
14068,EU,10,DE,2024,DEBTI9025/24-1,6237
14069,EU,10,DE,2024,DEBTI16296/24-1,738
14070,EU,10,DE,2024,DEBTI53201/23-2,6033
14071,EU,10,DE,2024,DEBTI48258/23-1,5948
14072,EU,10,DE,2024,DEBTI25169/24-1,2757
14073,EU,10,DE,2024,DEBTI18364/24-1,1116
14074,EU,10,DE,2024,DEBTI14120/24-1,448
14075,EU,10,DE,2024,DEBTI21298/24-1,1768
14076,EU,10,DE,2024,DEBTI25679/24-1,2890
14077,EU,10,DE,2024,DEBTI53201/23-4,6035
14078,EU,10,DE,2024,DEBTI53201/23-9,6040
14079,EU,10,DE,2024,DEBTI3816/24-1,5707
14080,EU,10,DE,2024,DEBTI25177/24-1,2765
14081,EU,10,FR,2024,FRBTIFR-BTI-2024-03460,456
14082,EU,10,BE,2024,BEBTIDT.50.015.626,35
14083,EU,10,FR,2024,FRBTIFR-BTI-2024-02411,231
14084,EU,10,DE,2024,DEBTI18367/24-1,1119
14085,EU,10,DE,2024,DEBTI18807/24-1,1199
14086,EU,10,DK,2024,DKBTI24-0354985,19
14087,EU,10,ES,2024,ESBTIESBTI2024SOL465,43
14088,EU,10,DE,2024,DEBTI25348/24-1,2798
14089,EU,10,DE,2024,DEBTI28526/24-1,3742
14090,EU,10,DE,2024,DEBTI24647/24-1,2558
14091,EU,10,DE,2024,DEBTI17132/24-1,856
14092,EU,10,DE,2024,DEBTI16309/24-1,742
14093,EU,10,DE,2024,DEBTI15246/24-1,591
14094,EU,10,SE,2024,SEBTITV-2024-10508,28
14095,EU,10,CZ,2024,CZBTI51/112013/2024-580000-04/01,391
14096,EU,10,DE,2024,DEBTI23564/24-1,2299
14097,EU,10,FR,2024,FRBTIFR-BTI-2024-02410,230
14098,EU,10,DE,2024,DEBTI6443/24-1,6096
14099,EU,10,DE,2024,DEBTI5732/24-1,6073
14100,EU,10,CZ,2024,CZBTI45/102391/2024-580000-04/01,226
14101,EU,10,DE,2024,DEBTI15769/24-1,649
14102,EU,10,DE,2024,DEBTI17120/24-1,848
14103,EU,10,DE,2024,DEBTI18357/24-1,1112
14104,EU,10,FR,2024,FRBTIFR-BTI-2024-01113,75
14105,EU,10,DE,2024,DEBTI50418/23-1,5984
14106,EU,10,DE,2024,DEBTI23039/24-1,2179
14107,EU,10,DE,2024,DEBTI50181/23-1,5982
14108,EU,10,FR,2024,FRBTIFR-BTI-2024-01933,146
14109,EU,10,DE,2024,DEBTI18365/24-1,1117
14110,EU,10,DE,2024,DEBTI21706/24-1,1857
14111,EU,10,DE,2024,DEBTI24658/24-1,2562
14112,EU,10,FR,2024,FRBTIFR-BTI-2024-03796,582
14113,EU,10,FR,2024,FRBTIFR-BTI-2024-03515,476
14114,EU,10,DE,2024,DEBTI606/24-1,6079
14115,EU,10,DE,2024,DEBTI25738/24-1,2915
14116,EU,10,DE,2024,DEBTI25345/24-1,2796
14117,EU,10,DE,2024,DEBTI5596/24-1,6063
14118,EU,10,DE,2024,DEBTI1026/24-1,23
14119,EU,10,FR,2024,FRBTIFR-BTI-2023-08609,22
14120,EU,10,DE,2024,DEBTI16938/24-1,819
14121,EU,10,DE,2024,DEBTI18354/24-1,1110
14122,EU,10,BE,2024,BEBTIDT.50.016.025,47
14123,EU,10,DE,2024,DEBTI53201/23-3,6034
14124,EU,10,DE,2024,DEBTI16937/24-1,818
14125,EU,10,NL,2024,NLBTI2024-0351,24
14126,EU,10,DE,2024,DEBTI53201/23-8,6039
14127,EU,10,DE,2024,DEBTI22684/24-1,2097
14128,EU,10,DE,2024,DEBTI23913/24-1,2430
14129,EU,10,DE,2024,DEBTI14503/24-1,495
14130,EU,10,CZ,2024,CZBTI51/111965/2024-580000-04/01,390
14131,EU,10,ES,2024,ESBTIESBTI2024SOL466,44
14132,EU,10,DE,2024,DEBTI53201/23-7,6038
14133,EU,10,ES,2024,ESBTIESBTI2024SOL513,67
14134,EU,10,DE,2024,DEBTI21755/24-1,1864
14135,EU,10,DE,2024,DEBTI24817/24-1,2623
14136,EU,10,DE,2024,DEBTI53201/23-5,6036
14137,EU,10,DE,2024,DEBTI23554/24-1,2294
14138,EU,10,FR,2024,FRBTIFR-BTI-2024-01607,95
14139,EU,10,ES,2024,ESBTIESBTI2024SOL405,33
14140,EU,10,DE,2024,DEBTI23668/24-1,2339
14141,EU,10,FR,2024,FRBTIFR-BTI-2024-03254,400
14142,EU,10,DE,2024,DEBTI6179/24-1,6087
14143,EU,10,FR,2024,FRBTIFR-BTI-2024-01606,94
14144,EU,10,FR,2024,FRBTIFR-BTI-2024-03706,541
14145,EU,10,DE,2024,DEBTI28646/24-1,3779
14146,EU,10,DE,2024,DEBTI27729/24-1,3532
14147,EU,10,DE,2024,DEBTI30046/24-1,4117
14148,EU,10,FR,2024,FRBTIFR-BTI-2024-03459,455
14149,EU,10,CZ,2024,CZBTI51/126964/2024-580000-04/01,395
14150,EU,10,DE,2024,DEBTI9025/24-3,6239
14151,EU,10,DE,2024,DEBTI15621/24-1,623
14152,EU,10,DE,2024,DEBTI18645/24-1,1180
14153,EU,10,FR,2024,FRBTIFR-BTI-2024-02285,207
14154,EU,10,DE,2024,DEBTI12001/24-1,192
14155,EU,10,DE,2024,DEBTI9426/24-1,6269
14156,EU,10,DE,2024,DEBTI29895/24-1,4073
14157,EU,10,DE,2024,DEBTI14145/24-1,456
14158,EU,10,IE,2024,IEBTIIENEN004-2024-BTI208,178
14159,EU,10,DE,2024,DEBTI18361/24-1,1115
14160,EU,10,FR,2024,FRBTIFR-BTI-2024-03510,473
14161,EU,10,DE,2024,DEBTI25068/24-1,2724
14162,EU,10,DE,2024,DEBTI11788/24-1,165
14163,EU,10,DE,2024,DEBTI5275/24-1,6019
14164,EU,10,DE,2024,DEBTI21483/24-1,1826
14165,EU,10,CZ,2024,CZBTI51/112496/2024-580000-04/01,392
14166,EU,10,RO,2024,ROBTI2024/004687,11
14167,EU,10,AT,2024,ATBTI2024000232-DEC,25
14168,EU,10,DK,2024,DKBTI24-0278409,5
14169,EU,10,DE,2024,DEBTI50599/23-1,5990
14170,EU,10,DE,2024,DEBTI25079/24-1,2729
14171,EU,10,DE,2024,DEBTI16160/24-1,718
14172,EU,10,DE,2024,DEBTI24969/24-1,2678
14173,EU,10,DE,2024,DEBTI50871/23-1,6002
14174,EU,10,DE,2024,DEBTI18366/24-1,1118
14175,EU,10,DE,2024,DEBTI6178/24-1,6086
14176,EU,10,DE,2024,DEBTI53201/23-1,6032
14177,EU,10,DE,2024,DEBTI10437/24-1,35
14178,EU,10,DE,2024,DEBTI23133/24-1,2198
14179,EU,10,DE,2024,DEBTI11746/24-1,160
14180,EU,10,DE,2024,DEBTI17088/24-1,839
14181,EU,10,DE,2024,DEBTI4268/24-1,5877
14182,EU,10,PL,2024,PLBTIWIT-2024-000796,12
14183,EU,10,DE,2024,DEBTI574/24-1,6075
14184,EU,10,DE,2024,DEBTI15702/24-1,638
14185,EU,10,DE,2024,DEBTI8392/24-1,6205
14186,EU,10,FR,2024,FRBTIFR-BTI-2024-03750,563
14187,EU,10,BE,2024,BEBTIDT.50.014.821,9
14188,EU,10,DE,2024,DEBTI44474/23-1,5902
14189,EU,10,FR,2024,FRBTIFR-BTI-2024-03794,581
14190,EU,10,DE,2024,DEBTI18832/24-1,1210
14191,EU,10,DE,2024,DEBTI11728/24-1,159
14192,EU,10,BE,2024,BEBTIDT.50.014.820,8
14193,EU,10,DE,2024,DEBTI4278/24-1,5879
14194,EU,10,DE,2024,DEBTI985/24-1,6309
14195,EU,10,DE,2024,DEBTI12026/24-1,197
14196,EU,10,DE,2024,DEBTI13783/24-1,387
14197,EU,10,DE,2024,DEBTI35827/23-1,5415
14198,EU,10,DE,2024,DEBTI41911/23-1,5868
14199,EU,10,DE,2024,DEBTI35881/23-1,5444
14200,EU,10,DE,2024,DEBTI14385/24-1,486
14201,EU,10,DE,2024,DEBTI17939/24-1,1007
14202,EU,10,DE,2024,DEBTI15703/24-1,639
14203,EU,10,DE,2024,DEBTI41932/23-1,5870
14204,EU,10,DE,2024,DEBTI4298/24-1,5888
14205,EU,10,DE,2024,DEBTI40575/23-1,5849
14206,EU,10,DE,2024,DEBTI35892/23-1,5452
14207,EU,10,DE,2024,DEBTI35830/23-1,5417
14208,EU,10,DE,2024,DEBTI11791/24-1,167
14209,EU,10,DE,2024,DEBTI44370/23-1,5900
14210,EU,10,DE,2024,DEBTI5343/24-1,6044
14211,EU,10,DE,2024,DEBTI41907/23-1,5867
14212,EU,10,FR,2024,FRBTIFR-BTI-2024-02192,186
14213,EU,10,DE,2024,DEBTI6622/24-1,6112
14214,EU,10,CZ,2024,CZBTI37/132720/2024-580000-04/01,148
14215,EU,10,DE,2024,DEBTI41933/23-1,5871
14216,EU,10,DE,2024,DEBTI11781/24-1,163
14217,EU,10,FR,2024,FRBTIFR-BTI-2024-03673,526
14218,EU,10,DE,2024,DEBTI17145/24-1,866
14219,EU,10,DE,2024,DEBTI16910/24-1,804
14220,EU,10,DE,2024,DEBTI8113/24-1,6180
14221,EU,10,PL,2024,PLBTIWIT-2024-000689,2
14222,EU,10,SI,2024,SIBTI2024/0060,10
14223,EU,10,BE,2024,BEBTIDT.50.014.624,4
14224,EU,10,DE,2024,DEBTI14890/24-1,545
14225,EU,10,CZ,2024,CZBTI37/132710/2024-580000-04/02,147
14226,EU,10,DE,2024,DEBTI20285/24-1,1556
14227,EU,10,DE,2024,DEBTI13773/24-1,386
14228,EU,10,DE,2024,DEBTI8822/24-1,6227
14229,EU,10,SI,2024,SIBTI2024/0049,4
14230,EU,10,DE,2024,DEBTI12609/24-1,263
14231,EU,10,DE,2024,DEBTI18832/24-2,1211
14232,EU,10,PL,2024,PLBTIWIT-2024-000792,8
14233,EU,10,DE,2024,DEBTI23178/24-1,2216
14234,EU,10,DE,2024,DEBTI26260/24-1,3053
14235,EU,10,DE,2024,DEBTI14875/24-1,539
14236,EU,10,DE,2024,DEBTI21453/24-1,1816
14237,EU,10,DE,2024,DEBTI17467/24-1,906
14238,EU,10,DE,2024,DEBTI12135/24-1,207
14239,EU,10,PL,2024,PLBTIWIT-2024-000795,11
14240,EU,10,DE,2024,DEBTI44404/23-1,5901
14241,EU,10,DE,2024,DEBTI8382/24-1,6203
14242,EU,10,DE,2024,DEBTI19206/24-1,1314
14243,EU,10,DE,2024,DEBTI8406/24-1,6208
14244,EU,10,DE,2024,DEBTI6806/24-1,6125
14245,EU,10,DE,2024,DEBTI16789/24-1,790
14246,EU,10,DE,2024,DEBTI14889/24-1,544
14247,EU,10,DE,2024,DEBTI12132/24-1,206
14248,EU,10,DE,2024,DEBTI22241/24-1,1983
14249,EU,10,DE,2024,DEBTI22264/24-1,1990
14250,EU,10,DE,2024,DEBTI14797/24-1,529
14251,EU,10,SI,2024,SIBTI2024/0054,6
14252,EU,10,DE,2024,DEBTI17823/24-1,967
14253,EU,10,DE,2024,DEBTI24800/24-1,2618
14254,EU,10,FR,2024,FRBTIFR-BTI-2024-03716,545
14255,EU,10,DE,2024,DEBTI6617/24-1,6110
14256,EU,10,DE,2024,DEBTI6943/24-1,6132
14257,EU,10,DE,2024,DEBTI14886/24-1,543
14258,EU,10,SI,2024,SIBTI2024/0053,5
14259,EU,10,DE,2024,DEBTI20564/24-1,1620
14260,EU,10,SI,2024,SIBTI2024/0048,3
14261,EU,10,CZ,2024,CZBTI41/152101/2024-580000-04/01,171
14262,EU,10,DE,2024,DEBTI22344/24-1,2009
14263,EU,10,DE,2024,DEBTI11592/24-1,139
14264,EU,10,DE,2024,DEBTI21911/24-1,1904
14265,EU,10,DE,2024,DEBTI6619/24-1,6111
14266,EU,10,PL,2024,PLBTIWIT-2024-000793,9
